epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,4269.22,0.88946,0.49412,1.0568,0.943,0.9194,0.95691,0.63221,1.34714,0.58926,1.43814,0.0065152,0.0065152,0.0065152
178,4291.07,0.89848,0.50147,1.05373,0.9485,0.92273,0.96244,0.63409,1.35671,0.57601,1.42442,0.0064954,0.0064954,0.0064954
179,4312.97,0.90161,0.49884,1.06003,0.95974,0.92479,0.96148,0.6341,1.34125,0.57414,1.40248,0.0064756,0.0064756,0.0064756
180,4334.93,0.89003,0.49701,1.04866,0.95349,0.92652,0.9626,0.63825,1.34062,0.56436,1.40559,0.0064558,0.0064558,0.0064558
181,4356.86,0.88371,0.49109,1.05104,0.947,0.93684,0.9625,0.63468,1.3549,0.56957,1.4402,0.006436,0.006436,0.006436
182,4378.81,0.8875,0.50217,1.05453,0.94909,0.92669,0.95405,0.63223,1.36036,0.58896,1.4435,0.0064162,0.0064162,0.0064162
183,4400.74,0.88517,0.49439,1.05133,0.94682,0.91912,0.95344,0.6299,1.36292,0.58589,1.43959,0.0063964,0.0063964,0.0063964
184,4422.71,0.89669,0.50052,1.0628,0.95717,0.92432,0.96045,0.63782,1.34366,0.58109,1.43747,0.0063766,0.0063766,0.0063766
185,4444.67,0.8816,0.48749,1.05147,0.95802,0.91667,0.9617,0.63913,1.34518,0.57191,1.43919,0.0063568,0.0063568,0.0063568
186,4466.51,0.88287,0.50541,1.05468,0.95547,0.92784,0.95991,0.63399,1.34478,0.57851,1.43929,0.006337,0.006337,0.006337
187,4488.43,0.8849,0.49783,1.05243,0.94977,0.93526,0.96533,0.64086,1.34068,0.57575,1.43585,0.0063172,0.0063172,0.0063172
188,4510.25,0.88026,0.49977,1.05169,0.95923,0.9225,0.95689,0.63372,1.33486,0.57649,1.44731,0.0062974,0.0062974,0.0062974
189,4531.99,0.87802,0.48792,1.04902,0.95101,0.92876,0.9596,0.63557,1.32786,0.59111,1.42964,0.0062776,0.0062776,0.0062776
190,4553.88,0.87686,0.49788,1.04615,0.932,0.9393,0.96064,0.63736,1.33765,0.5844,1.43423,0.0062578,0.0062578,0.0062578
191,4575.74,0.86615,0.4988,1.0448,0.93969,0.92615,0.95483,0.6356,1.33529,0.5865,1.44707,0.006238,0.006238,0.006238
192,4597.55,0.86715,0.48725,1.0472,0.94713,0.92194,0.95905,0.62931,1.34232,0.5743,1.46117,0.0062182,0.0062182,0.0062182
193,4619.33,0.87039,0.49578,1.04992,0.95552,0.9113,0.96084,0.6313,1.34929,0.58774,1.45841,0.0061984,0.0061984,0.0061984
194,4641.24,0.86881,0.49667,1.04561,0.95401,0.91855,0.95696,0.63268,1.34774,0.59427,1.45399,0.0061786,0.0061786,0.0061786
195,4663.2,0.869,0.48898,1.0454,0.95945,0.91785,0.95892,0.63267,1.33928,0.57548,1.44309,0.0061588,0.0061588,0.0061588
196,4685.11,0.86442,0.48588,1.04707,0.93312,0.93298,0.96054,0.63709,1.33704,0.59175,1.43948,0.006139,0.006139,0.006139
197,4706.96,0.86177,0.48412,1.0428,0.9438,0.927,0.95816,0.63911,1.33422,0.58401,1.44096,0.0061192,0.0061192,0.0061192
198,4728.73,0.86937,0.48976,1.0459,0.94988,0.92208,0.95916,0.63781,1.34035,0.57918,1.44798,0.0060994,0.0060994,0.0060994
199,4750.6,0.85177,0.4772,1.04217,0.94917,0.92176,0.95264,0.637,1.34397,0.57805,1.44664,0.0060796,0.0060796,0.0060796
200,4772.5,0.86009,0.47783,1.04216,0.95514,0.92335,0.95833,0.6366,1.34676,0.5729,1.45226,0.0060598,0.0060598,0.0060598
201,4794.36,0.84882,0.46741,1.02675,0.95821,0.92533,0.96044,0.63194,1.35278,0.57551,1.44927,0.00604,0.00604,0.00604
202,4816.19,0.84974,0.48612,1.03568,0.95455,0.92353,0.95889,0.63402,1.34032,0.56848,1.43815,0.0060202,0.0060202,0.0060202
203,4838.03,0.8491,0.48389,1.04295,0.95193,0.92207,0.95958,0.63067,1.34284,0.56519,1.4476,0.0060004,0.0060004,0.0060004
204,4860.04,0.85454,0.48107,1.03863,0.94728,0.92449,0.96185,0.63847,1.33051,0.55906,1.43172,0.0059806,0.0059806,0.0059806
205,4881.84,0.85807,0.47466,1.04086,0.94844,0.92197,0.96125,0.63709,1.33563,0.56703,1.44236,0.0059608,0.0059608,0.0059608
206,4903.75,0.83793,0.46619,1.03166,0.9511,0.92113,0.9569,0.63669,1.33971,0.55546,1.44093,0.005941,0.005941,0.005941
207,4925.64,0.85417,0.47644,1.04007,0.94139,0.92739,0.9616,0.63588,1.33871,0.5672,1.43554,0.0059212,0.0059212,0.0059212
208,4947.49,0.85128,0.48509,1.04777,0.94542,0.93416,0.96379,0.63689,1.34077,0.57628,1.45365,0.0059014,0.0059014,0.0059014
209,4969.46,0.8414,0.47451,1.03647,0.9419,0.9275,0.96268,0.63772,1.34541,0.57877,1.45159,0.0058816,0.0058816,0.0058816
210,4991.35,0.83969,0.47976,1.03204,0.94282,0.93069,0.95825,0.63484,1.35256,0.56984,1.45969,0.0058618,0.0058618,0.0058618
211,5013.22,0.84338,0.47769,1.03508,0.95427,0.92447,0.95534,0.63567,1.34563,0.56858,1.44906,0.005842,0.005842,0.005842
212,5035.16,0.86021,0.47729,1.04438,0.96223,0.92008,0.95942,0.63305,1.34825,0.5708,1.4588,0.0058222,0.0058222,0.0058222
213,5057.27,0.84036,0.46988,1.03597,0.95204,0.93183,0.95969,0.63381,1.34807,0.57317,1.45561,0.0058024,0.0058024,0.0058024
214,5079.2,0.83525,0.46345,1.03086,0.95498,0.91731,0.95909,0.63913,1.3502,0.57377,1.45591,0.0057826,0.0057826,0.0057826
215,5101.09,0.83063,0.46592,1.03152,0.95463,0.91176,0.95757,0.63609,1.34417,0.57611,1.45203,0.0057628,0.0057628,0.0057628
216,5122.97,0.83589,0.46932,1.02943,0.9476,0.91778,0.95651,0.634,1.34631,0.58372,1.44443,0.005743,0.005743,0.005743
217,5144.72,0.82231,0.45714,1.02012,0.94297,0.92388,0.95472,0.6341,1.34912,0.5858,1.4453,0.0057232,0.0057232,0.0057232
218,5166.5,0.82589,0.45552,1.02418,0.9505,0.91566,0.95433,0.6332,1.34644,0.58371,1.45939,0.0057034,0.0057034,0.0057034
219,5188.38,0.83261,0.45877,1.02919,0.94725,0.92387,0.95471,0.63615,1.35187,0.58285,1.46187,0.0056836,0.0056836,0.0056836
220,5210.29,0.81785,0.46072,1.02885,0.95062,0.92333,0.95619,0.63222,1.35168,0.59364,1.45805,0.0056638,0.0056638,0.0056638
221,5232.12,0.82304,0.47027,1.02679,0.95271,0.92796,0.95657,0.63922,1.34837,0.58859,1.45071,0.005644,0.005644,0.005644
222,5254.04,0.82325,0.46447,1.01864,0.95333,0.92422,0.95773,0.63788,1.34374,0.58045,1.44533,0.0056242,0.0056242,0.0056242
223,5275.91,0.82108,0.46655,1.02845,0.94772,0.92851,0.95422,0.63365,1.35451,0.57166,1.4605,0.0056044,0.0056044,0.0056044
224,5297.87,0.82957,0.46686,1.0277,0.94449,0.92552,0.95264,0.63457,1.35377,0.5603,1.45612,0.0055846,0.0055846,0.0055846
225,5319.72,0.83823,0.47266,1.03298,0.95156,0.91959,0.9563,0.63448,1.35172,0.55896,1.45178,0.0055648,0.0055648,0.0055648
226,5341.6,0.8218,0.45835,1.02113,0.94621,0.92331,0.954,0.63531,1.33829,0.56725,1.44243,0.005545,0.005545,0.005545
227,5363.48,0.81665,0.46347,1.02642,0.96031,0.91912,0.95667,0.63456,1.35188,0.58416,1.45287,0.0055252,0.0055252,0.0055252
228,5385.32,0.80572,0.45321,1.01735,0.96048,0.91856,0.95634,0.6361,1.34166,0.57426,1.44842,0.0055054,0.0055054,0.0055054
229,5407.24,0.80767,0.45357,1.00978,0.94728,0.9241,0.9584,0.63864,1.34324,0.56914,1.44544,0.0054856,0.0054856,0.0054856
230,5429.11,0.81559,0.46556,1.0214,0.95128,0.92394,0.95759,0.63865,1.34037,0.57873,1.44198,0.0054658,0.0054658,0.0054658
231,5450.97,0.81469,0.45446,1.02401,0.95798,0.91593,0.95886,0.64303,1.33589,0.58261,1.44359,0.005446,0.005446,0.005446
232,5472.85,0.82174,0.45887,1.0187,0.95567,0.90871,0.95379,0.64381,1.33448,0.57987,1.44733,0.0054262,0.0054262,0.0054262
233,5494.68,0.80422,0.46016,1.01379,0.94473,0.92432,0.95439,0.64277,1.33381,0.57537,1.44422,0.0054064,0.0054064,0.0054064
234,5516.64,0.80841,0.44736,1.01376,0.94424,0.9221,0.95562,0.64257,1.33676,0.57292,1.4473,0.0053866,0.0053866,0.0053866
235,5538.53,0.81371,0.45273,1.01888,0.94029,0.92495,0.95554,0.64107,1.34223,0.56447,1.45297,0.0053668,0.0053668,0.0053668
236,5560.42,0.81153,0.45934,1.01778,0.9469,0.9261,0.95673,0.64385,1.34022,0.56222,1.45315,0.005347,0.005347,0.005347
237,5582.4,0.79843,0.44199,1.01858,0.95607,0.91985,0.95874,0.64746,1.34373,0.57017,1.46484,0.0053272,0.0053272,0.0053272
238,5604.38,0.80001,0.44746,1.01367,0.95675,0.91893,0.95929,0.64441,1.34646,0.57081,1.46676,0.0053074,0.0053074,0.0053074
239,5626.27,0.79243,0.44746,1.017,0.95304,0.9156,0.95976,0.64287,1.3472,0.56903,1.47014,0.0052876,0.0052876,0.0052876
240,5648.3,0.80514,0.45112,1.01602,0.95712,0.92038,0.95775,0.64252,1.33985,0.56893,1.46456,0.0052678,0.0052678,0.0052678
241,5670.44,0.79908,0.45067,1.01314,0.95885,0.92255,0.95553,0.63941,1.33976,0.56983,1.46467,0.005248,0.005248,0.005248
242,5692.41,0.79251,0.45246,1.00993,0.95661,0.92168,0.95779,0.63789,1.34501,0.57375,1.46249,0.0052282,0.0052282,0.0052282
243,5714.36,0.7936,0.44626,1.00786,0.95734,0.91988,0.95389,0.63867,1.34149,0.57256,1.46005,0.0052084,0.0052084,0.0052084
244,5736.36,0.79332,0.43923,1.00736,0.95406,0.92429,0.95945,0.63992,1.33775,0.57094,1.46377,0.0051886,0.0051886,0.0051886
245,5758.32,0.7962,0.44843,1.01459,0.95961,0.91134,0.96108,0.64095,1.34114,0.56489,1.4749,0.0051688,0.0051688,0.0051688
246,5780.15,0.79572,0.45429,1.01558,0.95058,0.92257,0.96217,0.64302,1.34266,0.56075,1.47693,0.005149,0.005149,0.005149
247,5802.05,0.79511,0.44592,1.01172,0.95168,0.92708,0.96149,0.6403,1.34023,0.56054,1.47474,0.0051292,0.0051292,0.0051292
248,5824.08,0.79404,0.44546,1.01617,0.95295,0.92844,0.96037,0.63876,1.34119,0.55857,1.47296,0.0051094,0.0051094,0.0051094
249,5846.13,0.78906,0.43172,1.0101,0.95648,0.92298,0.96077,0.63865,1.34299,0.56674,1.4738,0.0050896,0.0050896,0.0050896
250,5868.04,0.77402,0.42766,0.99616,0.94537,0.92917,0.96212,0.63885,1.34087,0.56576,1.46747,0.0050698,0.0050698,0.0050698
251,5889.96,0.77156,0.43376,0.99881,0.94556,0.92742,0.96144,0.63924,1.34034,0.5622,1.46421,0.00505,0.00505,0.00505
252,5911.81,0.78013,0.43906,1.00054,0.94754,0.91688,0.96015,0.64288,1.33788,0.57197,1.46028,0.0050302,0.0050302,0.0050302
253,5933.65,0.78305,0.43569,1.00763,0.94076,0.92014,0.9616,0.63976,1.33665,0.57105,1.46206,0.0050104,0.0050104,0.0050104
254,5955.49,0.7764,0.42654,0.99971,0.94858,0.9222,0.96316,0.63906,1.34523,0.57584,1.47187,0.0049906,0.0049906,0.0049906
255,5977.37,0.78474,0.44228,1.00848,0.94974,0.92271,0.96213,0.64343,1.34544,0.57543,1.47077,0.0049708,0.0049708,0.0049708
256,5999.3,0.78135,0.44156,1.0072,0.95932,0.91256,0.95981,0.63997,1.34739,0.57555,1.46752,0.004951,0.004951,0.004951
257,6021.14,0.77505,0.435,0.99833,0.96266,0.91929,0.96114,0.63923,1.3462,0.57534,1.46401,0.0049312,0.0049312,0.0049312
258,6042.9,0.77657,0.43336,1.00202,0.96302,0.91127,0.96174,0.63949,1.34658,0.58063,1.46376,0.0049114,0.0049114,0.0049114
259,6064.78,0.77055,0.43241,1.00374,0.95107,0.92886,0.96133,0.64022,1.34685,0.57858,1.46618,0.0048916,0.0048916,0.0048916
260,6086.73,0.76395,0.43237,0.99906,0.95667,0.92654,0.95848,0.63803,1.34561,0.57453,1.4697,0.0048718,0.0048718,0.0048718
261,6108.61,0.7652,0.43611,0.99196,0.95778,0.93207,0.9612,0.63759,1.34487,0.56919,1.46766,0.004852,0.004852,0.004852
262,6130.56,0.77463,0.44524,1.00166,0.9521,0.93226,0.96225,0.64276,1.33639,0.56369,1.45963,0.0048322,0.0048322,0.0048322
263,6152.52,0.76465,0.426,0.99368,0.95448,0.93056,0.96178,0.64286,1.33273,0.56641,1.46044,0.0048124,0.0048124,0.0048124
264,6174.43,0.76112,0.43534,0.99806,0.96032,0.92993,0.96414,0.63992,1.34053,0.56668,1.46966,0.0047926,0.0047926,0.0047926
265,6196.31,0.76518,0.43313,0.99994,0.95944,0.92991,0.96343,0.63936,1.34078,0.5626,1.47917,0.0047728,0.0047728,0.0047728
266,6218.18,0.75142,0.42506,0.99697,0.95409,0.92871,0.96421,0.64191,1.34122,0.56339,1.48416,0.004753,0.004753,0.004753
267,6240.21,0.76825,0.43039,0.99432,0.96201,0.92196,0.9635,0.63949,1.34553,0.56276,1.48788,0.0047332,0.0047332,0.0047332
268,6262.14,0.76557,0.42361,0.99592,0.95484,0.92931,0.9654,0.64129,1.34588,0.5633,1.47866,0.0047134,0.0047134,0.0047134
269,6284.04,0.76083,0.42941,0.99218,0.95122,0.92691,0.96147,0.6427,1.34747,0.56764,1.4753,0.0046936,0.0046936,0.0046936
270,6305.97,0.75843,0.42025,0.99383,0.94735,0.93134,0.96061,0.64207,1.34972,0.56845,1.47459,0.0046738,0.0046738,0.0046738
271,6327.83,0.76579,0.41984,0.99843,0.94671,0.93483,0.95985,0.63899,1.34464,0.56756,1.46662,0.004654,0.004654,0.004654
272,6349.81,0.74525,0.41637,0.99128,0.94681,0.93045,0.96015,0.63603,1.3454,0.57224,1.47105,0.0046342,0.0046342,0.0046342
273,6371.75,0.76457,0.42917,1.00035,0.95131,0.92703,0.96123,0.63758,1.34763,0.57685,1.47305,0.0046144,0.0046144,0.0046144
274,6393.7,0.74996,0.41827,0.99092,0.95685,0.92618,0.96082,0.63522,1.34171,0.57479,1.46819,0.0045946,0.0045946,0.0045946
275,6415.57,0.75526,0.41793,0.9902,0.96197,0.92029,0.96106,0.6382,1.34484,0.57171,1.47477,0.0045748,0.0045748,0.0045748
276,6437.55,0.7405,0.41701,0.98885,0.9562,0.92735,0.96254,0.63777,1.34561,0.57557,1.47799,0.004555,0.004555,0.004555
277,6459.42,0.76079,0.4268,0.99322,0.9526,0.92769,0.9611,0.63776,1.34262,0.57597,1.47572,0.0045352,0.0045352,0.0045352
278,6481.28,0.74663,0.42207,0.98609,0.94536,0.93056,0.96062,0.64107,1.33909,0.58108,1.47363,0.0045154,0.0045154,0.0045154
279,6503.25,0.74152,0.41553,0.98776,0.95002,0.92511,0.96114,0.64138,1.34107,0.58239,1.47559,0.0044956,0.0044956,0.0044956
280,6525.11,0.7417,0.41413,0.98738,0.94443,0.92723,0.95989,0.64145,1.34208,0.5766,1.47754,0.0044758,0.0044758,0.0044758
281,6546.97,0.74381,0.41769,0.98514,0.95144,0.92749,0.96081,0.63932,1.34389,0.57697,1.47829,0.004456,0.004456,0.004456
282,6568.96,0.7481,0.42038,0.98559,0.95218,0.93024,0.9638,0.64179,1.34445,0.57685,1.47829,0.0044362,0.0044362,0.0044362
283,6590.9,0.75173,0.41766,0.99091,0.94645,0.93782,0.96476,0.64054,1.34511,0.58225,1.47825,0.0044164,0.0044164,0.0044164
284,6612.73,0.74225,0.40868,0.98811,0.9475,0.92642,0.962,0.63847,1.34525,0.58501,1.47606,0.0043966,0.0043966,0.0043966
285,6634.65,0.74072,0.4168,0.98766,0.93699,0.93292,0.96152,0.63864,1.34396,0.58904,1.47583,0.0043768,0.0043768,0.0043768
286,6656.59,0.74602,0.41203,0.99329,0.9656,0.90674,0.96259,0.63964,1.34278,0.58728,1.47512,0.004357,0.004357,0.004357
287,6678.59,0.73528,0.41326,0.98674,0.9638,0.90376,0.95586,0.63787,1.34318,0.58588,1.47533,0.0043372,0.0043372,0.0043372
288,6700.53,0.7308,0.4168,0.98244,0.95955,0.91173,0.95642,0.63533,1.345,0.58678,1.47902,0.0043174,0.0043174,0.0043174
289,6722.48,0.73181,0.41493,0.98663,0.96168,0.90972,0.95649,0.63716,1.3458,0.58403,1.47959,0.0042976,0.0042976,0.0042976
290,6744.43,0.73472,0.41207,0.97904,0.96052,0.91637,0.96011,0.64028,1.34362,0.58756,1.47316,0.0042778,0.0042778,0.0042778
291,6766.28,0.72865,0.41688,0.98298,0.96436,0.90767,0.95795,0.64062,1.34448,0.58926,1.48015,0.004258,0.004258,0.004258
292,6788.2,0.73161,0.40501,0.98428,0.94685,0.923,0.95674,0.63942,1.34638,0.59312,1.48539,0.0042382,0.0042382,0.0042382
293,6810.1,0.72875,0.41391,0.98132,0.94052,0.92389,0.95627,0.63999,1.34673,0.59313,1.48512,0.0042184,0.0042184,0.0042184
294,6832.07,0.73131,0.40939,0.98001,0.94237,0.92449,0.95529,0.64173,1.34369,0.59408,1.48281,0.0041986,0.0041986,0.0041986
295,6853.91,0.71636,0.40706,0.98082,0.9393,0.92655,0.95025,0.64001,1.34807,0.59802,1.49103,0.0041788,0.0041788,0.0041788
296,6875.9,0.72787,0.41283,0.98613,0.95184,0.91514,0.95334,0.63921,1.34897,0.59747,1.492,0.004159,0.004159,0.004159
297,6897.76,0.72413,0.41046,0.97858,0.9501,0.91814,0.94975,0.63514,1.34909,0.59394,1.49299,0.0041392,0.0041392,0.0041392
298,6919.71,0.71851,0.40443,0.97615,0.94813,0.92106,0.9501,0.63729,1.34827,0.59111,1.49139,0.0041194,0.0041194,0.0041194
299,6941.64,0.73176,0.40952,0.98559,0.94323,0.92551,0.95084,0.6386,1.34688,0.59004,1.48974,0.0040996,0.0040996,0.0040996
300,6963.59,0.73086,0.41154,0.98428,0.94823,0.92269,0.95045,0.6395,1.34946,0.58751,1.48967,0.0040798,0.0040798,0.0040798
301,6985.46,0.71613,0.40009,0.97186,0.95154,0.92274,0.95466,0.64117,1.34969,0.58721,1.48877,0.00406,0.00406,0.00406
302,7007.33,0.72195,0.40451,0.97364,0.94891,0.92474,0.95724,0.64281,1.35323,0.58838,1.49166,0.0040402,0.0040402,0.0040402
303,7029.22,0.71435,0.40368,0.97142,0.94697,0.92852,0.95617,0.64129,1.34931,0.58216,1.48507,0.0040204,0.0040204,0.0040204
304,7051.08,0.71797,0.40443,0.97272,0.9456,0.92181,0.95587,0.64136,1.35063,0.5825,1.48457,0.0040006,0.0040006,0.0040006
305,7072.98,0.72006,0.4092,0.97413,0.95964,0.90735,0.95614,0.64147,1.35164,0.57955,1.48686,0.0039808,0.0039808,0.0039808
306,7094.94,0.71642,0.40941,0.97667,0.96087,0.90793,0.955,0.63918,1.35097,0.58271,1.48784,0.003961,0.003961,0.003961
307,7116.88,0.71268,0.40433,0.97328,0.9587,0.90965,0.95449,0.63872,1.35227,0.58339,1.48922,0.0039412,0.0039412,0.0039412
308,7138.96,0.70976,0.39837,0.97014,0.95912,0.91089,0.95241,0.63861,1.35056,0.58435,1.48647,0.0039214,0.0039214,0.0039214
309,7160.98,0.71791,0.39638,0.97204,0.95905,0.91033,0.95316,0.63725,1.34846,0.58285,1.48509,0.0039016,0.0039016,0.0039016
310,7182.94,0.70355,0.40053,0.96949,0.95915,0.91007,0.95307,0.63608,1.34998,0.58514,1.48571,0.0038818,0.0038818,0.0038818
311,7204.81,0.70026,0.39123,0.96525,0.94155,0.92628,0.9531,0.63606,1.34678,0.58507,1.48376,0.003862,0.003862,0.003862
312,7226.74,0.71517,0.40299,0.97139,0.96364,0.91054,0.95454,0.63529,1.34608,0.58553,1.48372,0.0038422,0.0038422,0.0038422
313,7248.62,0.70876,0.3977,0.9714,0.96663,0.90715,0.95262,0.63496,1.34398,0.58851,1.48234,0.0038224,0.0038224,0.0038224
314,7270.52,0.70856,0.40209,0.97527,0.96154,0.91426,0.95453,0.63443,1.3415,0.58559,1.48341,0.0038026,0.0038026,0.0038026
315,7292.47,0.70377,0.40075,0.97303,0.9535,0.92468,0.95474,0.63525,1.33942,0.5816,1.4831,0.0037828,0.0037828,0.0037828
316,7314.4,0.70532,0.39846,0.97032,0.9603,0.91733,0.95565,0.63784,1.33594,0.57745,1.48003,0.003763,0.003763,0.003763
317,7336.21,0.69405,0.38498,0.96201,0.96256,0.91423,0.9554,0.64021,1.33554,0.5743,1.47925,0.0037432,0.0037432,0.0037432
318,7358.04,0.70074,0.39333,0.96759,0.95348,0.92265,0.95628,0.63937,1.33433,0.57255,1.4777,0.0037234,0.0037234,0.0037234
319,7379.92,0.70838,0.40035,0.97213,0.95168,0.92408,0.95467,0.64112,1.33568,0.57367,1.48127,0.0037036,0.0037036,0.0037036
320,7401.82,0.70242,0.39304,0.9713,0.95003,0.92701,0.95452,0.64257,1.33664,0.57086,1.48213,0.0036838,0.0036838,0.0036838
321,7423.72,0.6917,0.39037,0.96657,0.95761,0.92933,0.9561,0.64204,1.33583,0.56799,1.48078,0.003664,0.003664,0.003664
322,7445.61,0.69313,0.39285,0.96743,0.95962,0.92807,0.95667,0.64434,1.33682,0.56731,1.48208,0.0036442,0.0036442,0.0036442
323,7467.54,0.69788,0.39329,0.96528,0.95754,0.93008,0.95824,0.64323,1.33756,0.56844,1.48186,0.0036244,0.0036244,0.0036244
324,7489.45,0.67832,0.38676,0.95914,0.95602,0.93164,0.95785,0.64442,1.33913,0.56926,1.48281,0.0036046,0.0036046,0.0036046
325,7511.33,0.68659,0.38662,0.96277,0.95403,0.93464,0.95785,0.64264,1.34004,0.56729,1.48549,0.0035848,0.0035848,0.0035848
326,7533.33,0.69144,0.39388,0.96113,0.95059,0.9354,0.95748,0.64299,1.34129,0.56737,1.48734,0.003565,0.003565,0.003565
327,7555.33,0.69244,0.38998,0.96175,0.95308,0.93331,0.95764,0.64301,1.34218,0.56824,1.48977,0.0035452,0.0035452,0.0035452
328,7577.26,0.68592,0.39456,0.966,0.95118,0.9329,0.95788,0.6432,1.34233,0.57176,1.49077,0.0035254,0.0035254,0.0035254
329,7599.28,0.68572,0.38851,0.96473,0.94714,0.93676,0.95705,0.6439,1.3408,0.57355,1.48983,0.0035056,0.0035056,0.0035056
330,7621.2,0.6841,0.38685,0.96143,0.95108,0.9328,0.95585,0.64392,1.34159,0.57378,1.49071,0.0034858,0.0034858,0.0034858
331,7643.15,0.67322,0.38094,0.9559,0.94992,0.93234,0.95637,0.64594,1.34029,0.573,1.49067,0.003466,0.003466,0.003466
332,7665.09,0.68228,0.38298,0.96343,0.95099,0.93041,0.95703,0.64516,1.339,0.56942,1.49099,0.0034462,0.0034462,0.0034462
333,7686.94,0.67949,0.38332,0.96531,0.94918,0.93058,0.95655,0.64521,1.33934,0.57185,1.49426,0.0034264,0.0034264,0.0034264
334,7708.77,0.68741,0.39208,0.96786,0.94649,0.93348,0.95718,0.64481,1.34137,0.57183,1.49823,0.0034066,0.0034066,0.0034066
335,7730.64,0.6741,0.37667,0.95658,0.9581,0.9218,0.95704,0.64514,1.34189,0.57338,1.49922,0.0033868,0.0033868,0.0033868
336,7752.52,0.68022,0.38574,0.96062,0.95654,0.92177,0.95654,0.64516,1.3433,0.57457,1.50032,0.003367,0.003367,0.003367
337,7774.49,0.67951,0.37757,0.95725,0.96152,0.92128,0.95585,0.64557,1.34361,0.57592,1.49906,0.0033472,0.0033472,0.0033472
